,City,Colors Reported,Shape Reported,State,Time,Location
16928,Palos Hills,,,IL,7/15/2000 0:30,"Palos Hills , IL"
16929,Miami,,CIGAR,FL,7/15/2000 1:00,"Miami , FL"
16930,Cheshire,ORANGE,OVAL,OH,7/15/2000 1:15,"Cheshire , OH"
16931,Vancouver,,CIRCLE,WA,7/15/2000 7:00,"Vancouver , WA"
16932,Billerica,,DISK,MA,7/15/2000 9:00,"Billerica , MA"
16933,Aurora,,SPHERE,OR,7/15/2000 16:00,"Aurora , OR"
16934,Orange,,CIRCLE,CA,7/15/2000 17:15,"Orange , CA"
16935,Los Angeles,,TRIANGLE,CA,7/15/2000 18:00,"Los Angeles , CA"
16936,Enochville,,CYLINDER,NC,7/15/2000 18:50,"Enochville , NC"
16937,Gilbert,RED,LIGHT,AZ,7/15/2000 19:30,"Gilbert , AZ"
16938,Geneva,,SPHERE,IL,7/15/2000 20:00,"Geneva , IL"
16939,Naperville,,DISK,IL,7/15/2000 20:25,"Naperville , IL"
16940,Madison,,CIGAR,OH,7/15/2000 20:50,"Madison , OH"
16941,New City,,TRIANGLE,NY,7/15/2000 21:30,"New City , NY"
16942,Wichita,,OTHER,KS,7/15/2000 21:30,"Wichita , KS"
16943,Aloha,,LIGHT,OR,7/15/2000 22:00,"Aloha , OR"
16944,Clio,,CIRCLE,MI,7/15/2000 22:00,"Clio , MI"
16945,Houston,,OTHER,TX,7/15/2000 22:00,"Houston , TX"
16946,Loves Park,,TRIANGLE,IL,7/15/2000 22:00,"Loves Park , IL"
16947,Apopka,,SPHERE,FL,7/15/2000 22:30,"Apopka , FL"
16948,Manistee Forest,,,MI,7/15/2000 22:30,"Manistee Forest , MI"
16949,Luna Pier,,OVAL,MI,7/15/2000 23:00,"Luna Pier , MI"
16950,Bakersfield,,TRIANGLE,CA,7/15/2000 23:50,"Bakersfield , CA"
16951,Portland,ORANGE GREEN,LIGHT,OR,7/16/2000 0:34,"Portland , OR"
16952,Portland,,LIGHT,OR,7/16/2000 1:00,"Portland , OR"
16953,New Braunfels,,CIRCLE,TX,7/16/2000 2:30,"New Braunfels , TX"
16954,Mananita,GREEN,SPHERE,CA,7/16/2000 4:30,"Mananita , CA"
16955,Issaquah,,VARIOUS,WA,7/16/2000 9:00,"Issaquah , WA"
16956,Auburn,,DISK,WA,7/16/2000 18:05,"Auburn , WA"
16957,Wenatchee,,,WA,7/16/2000 20:00,"Wenatchee , WA"
16958,Ridgecrest,,LIGHT,CA,7/16/2000 21:58,"Ridgecrest , CA"
16959,Wenatchee,,,WA,7/16/2000 22:00,"Wenatchee , WA"
16960,Rockford,,OVAL,IN,7/16/2000 22:50,"Rockford , IN"
16961,Silverdale,,FIREBALL,WA,7/17/2000 20:50,"Silverdale , WA"
16962,Lake City,,LIGHT,CA,7/17/2000 22:30,"Lake City , CA"
16963,Cedar Rapids,,TRIANGLE,IA,7/17/2000 22:40,"Cedar Rapids , IA"
16964,Woodinville,RED,DISK,WA,7/17/2000 23:52,"Woodinville , WA"
16965,Elk City,,CIGAR,OK,7/18/2000 9:20,"Elk City , OK"
16966,Elk City,,DISK,OK,7/18/2000 9:20,"Elk City , OK"
16967,Huntsville,,CIRCLE,AL,7/18/2000 11:35,"Huntsville , AL"
16968,Marysville,,DISK,CA,7/18/2000 18:30,"Marysville , CA"
16969,Twin Falls,,SPHERE,ID,7/18/2000 23:10,"Twin Falls , ID"
16970,El Paso,,SPHERE,TX,7/19/2000 13:00,"El Paso , TX"
16971,Cleveland,,CIRCLE,OH,7/19/2000 17:00,"Cleveland , OH"
16972,Venice,,CIGAR,CA,7/19/2000 19:00,"Venice , CA"
16973,Dana,BLUE,CIRCLE,IL,7/19/2000 21:38,"Dana , IL"
16974,Fort Hood,,LIGHT,TX,7/19/2000 22:35,"Fort Hood , TX"
16975,Boise,,CIRCLE,ID,7/19/2000 23:30,"Boise , ID"
16976,Franklin,,DISK,PA,7/20/2000 1:26,"Franklin , PA"
16977,Marshfield,,LIGHT,VT,7/20/2000 1:30,"Marshfield , VT"
16978,South Padre Island,,OVAL,TX,7/20/2000 21:00,"South Padre Island , TX"
16979,Deming,,,NM,7/20/2000 21:30,"Deming , NM"
16980,Wallingford,,LIGHT,CT,7/20/2000 21:30,"Wallingford , CT"
16981,Darien,,LIGHT,IL,7/20/2000 22:00,"Darien , IL"
16982,Highlands Ranch,RED,LIGHT,CO,7/20/2000 22:00,"Highlands Ranch , CO"
16983,Watertown,YELLOW,TRIANGLE,CT,7/20/2000 22:55,"Watertown , CT"
16984,Trumansburg,,LIGHT,NY,7/20/2000 23:00,"Trumansburg , NY"
16985,Ocean Parkway,RED,CHEVRON,NY,7/20/2000 23:30,"Ocean Parkway , NY"
16986,Nothridge,,OTHER,CA,7/21/2000 12:10,"Nothridge , CA"
16987,Chula Vista,,OTHER,CA,7/21/2000 18:00,"Chula Vista , CA"
16988,na,,TRIANGLE,NC,7/21/2000 18:15,"na , NC"
16989,North Judson,,LIGHT,IN,7/21/2000 21:57,"North Judson , IN"
16990,Corona,,LIGHT,CA,7/21/2000 22:00,"Corona , CA"
16991,Riggins,,FIREBALL,ID,7/21/2000 22:10,"Riggins , ID"
16992,Ogallala,,OTHER,NE,7/22/2000 1:30,"Ogallala , NE"
16993,Petrified Forest National Park,,OTHER,AZ,7/22/2000 12:00,"Petrified Forest National Park , AZ"
16994,Pittsburgh,,LIGHT,PA,7/22/2000 18:30,"Pittsburgh , PA"
16995,Westminster,,OTHER,CO,7/22/2000 19:15,"Westminster , CO"
16996,Lavon,,FIREBALL,TX,7/22/2000 21:50,"Lavon , TX"
16997,La Crosse,,LIGHT,WI,7/22/2000 22:45,"La Crosse , WI"
16998,Valley Stream,,EGG,NY,7/23/2000 15:00,"Valley Stream , NY"
16999,Everett,,,WA,7/23/2000 16:05,"Everett , WA"
17000,New York City,,OTHER,NY,7/23/2000 18:00,"New York City , NY"
17001,Vallejo,,CIGAR,CA,7/23/2000 18:02,"Vallejo , CA"
17002,West Seneca,,LIGHT,NY,7/23/2000 18:30,"West Seneca , NY"
17003,LeGrange,,,WI,7/23/2000 21:50,"LeGrange , WI"
17004,Columbus,,LIGHT,OH,7/23/2000 23:30,"Columbus , OH"
17005,New York City,,,NY,7/24/2000 0:00,"New York City , NY"
17006,Milwaukee,RED,FORMATION,WI,7/24/2000 10:00,"Milwaukee , WI"
17007,Antioch,,DISK,CA,7/24/2000 11:50,"Antioch , CA"
17008,Overcup,,TRIANGLE,AR,7/24/2000 21:30,"Overcup , AR"
17009,Fire Island,ORANGE,CIRCLE,NY,7/24/2000 23:00,"Fire Island , NY"
17010,Vancouver,,LIGHT,WA,7/24/2000 23:30,"Vancouver , WA"
17011,Chandler,RED,LIGHT,AZ,7/25/2000 20:15,"Chandler , AZ"
17012,Gilbert,RED,CIRCLE,AZ,7/25/2000 20:15,"Gilbert , AZ"
17013,Gilbert,,LIGHT,AZ,7/25/2000 20:15,"Gilbert , AZ"
17014,Gilbert,RED,LIGHT,AZ,7/25/2000 20:40,"Gilbert , AZ"
17015,Gilbert,RED,,AZ,7/25/2000 20:50,"Gilbert , AZ"
17016,Holbrook,,TRIANGLE,AZ,7/25/2000 21:00,"Holbrook , AZ"
17017,Glendale,RED,CIRCLE,CA,7/25/2000 21:20,"Glendale , CA"
17018,Las Vegas,,LIGHT,NV,7/25/2000 21:30,"Las Vegas , NV"
17019,San Diego,RED,FIREBALL,CA,7/25/2000 21:30,"San Diego , CA"
17020,San Diego,RED,,CA,7/25/2000 21:45,"San Diego , CA"
17021,Klamath Falls,,LIGHT,OR,7/25/2000 21:57,"Klamath Falls , OR"
17022,San Diego,RED,LIGHT,CA,7/25/2000 22:00,"San Diego , CA"
17023,Sturgeon Bay,,LIGHT,WI,7/25/2000 22:23,"Sturgeon Bay , WI"
17024,Sturgeon Bay,,OTHER,WI,7/25/2000 22:23,"Sturgeon Bay , WI"
17025,Waterford,,SPHERE,MI,7/25/2000 23:37,"Waterford , MI"
17026,Smithville,,,TX,7/26/2000 23:10,"Smithville , TX"
17027,Fulshear,,FIREBALL,TX,7/26/2000 23:15,"Fulshear , TX"
17028,Brenham,RED BLUE,LIGHT,TX,7/26/2000 23:20,"Brenham , TX"
17029,Iola,,,TX,7/26/2000 23:30,"Iola , TX"
17030,Portland,RED ORANGE,LIGHT,OR,7/27/2000 3:35,"Portland , OR"
17031,Gilbert,RED,CIRCLE,AZ,7/27/2000 20:12,"Gilbert , AZ"
17032,Chandler,,OVAL,AZ,7/27/2000 20:13,"Chandler , AZ"
17033,Gilbert,RED,LIGHT,AZ,7/27/2000 20:15,"Gilbert , AZ"
17034,Bouse,,LIGHT,AZ,7/27/2000 21:37,"Bouse , AZ"
17035,Bouse,,LIGHT,AZ,7/27/2000 21:58,"Bouse , AZ"
17036,Bouse,,LIGHT,AZ,7/27/2000 21:58,"Bouse , AZ"
17037,Redmond,,LIGHT,WA,7/27/2000 22:05,"Redmond , WA"
17038,Sandy,,TRIANGLE,UT,7/27/2000 22:48,"Sandy , UT"
17039,Tonopah,,EGG,AZ,7/28/2000 1:50,"Tonopah , AZ"
17040,Two Guns,BLUE,FIREBALL,AZ,7/28/2000 3:15,"Two Guns , AZ"
17041,Tyler,,SPHERE,TX,7/28/2000 5:30,"Tyler , TX"
17042,Woodinville,,CHEVRON,WA,7/28/2000 22:30,"Woodinville , WA"
17043,Rochester,GREEN,OTHER,NY,7/29/2000 0:00,"Rochester , NY"
17044,Amite,,LIGHT,LA,7/29/2000 22:00,"Amite , LA"
17045,Bonham,,LIGHT,TX,7/29/2000 23:00,"Bonham , TX"
17046,Nags Head,,FORMATION,NC,7/29/2000 23:15,"Nags Head , NC"
17047,Bellingham,,VARIOUS,WA,7/29/2000 23:30,"Bellingham , WA"
17048,Nags Head,,LIGHT,NC,7/30/2000 1:30,"Nags Head , NC"
17049,Ithaca,,TEARDROP,NY,7/30/2000 20:20,"Ithaca , NY"
17050,Bellingham,,LIGHT,WA,7/30/2000 21:25,"Bellingham , WA"
17051,Columbus,,LIGHT,OH,7/30/2000 22:00,"Columbus , OH"
17052,Chandler,GREEN,CIGAR,AZ,7/30/2000 22:40,"Chandler , AZ"
17053,Deer Lake,GREEN,,WA,7/30/2000 22:45,"Deer Lake , WA"
17054,Ashland,,DISK,OR,7/30/2000 23:38,"Ashland , OR"
17055,Fortuna,,FIREBALL,CA,7/31/2000 3:20,"Fortuna , CA"
17056,Kirkland,,,WA,7/31/2000 9:20,"Kirkland , WA"
17057,Portland,,FIREBALL,OR,7/31/2000 9:23,"Portland , OR"
17058,Snohomish,,FIREBALL,WA,7/31/2000 9:35,"Snohomish , WA"
17059,Kent,BLUE,OTHER,WA,7/31/2000 12:05,"Kent , WA"
17060,Hopewell,,FIREBALL,VA,7/31/2000 21:00,"Hopewell , VA"
17061,Hopewell,,FIREBALL,VA,7/31/2000 22:00,"Hopewell , VA"
17062,Crescent Bar,,FIREBALL,WA,7/31/2000 23:00,"Crescent Bar , WA"
17063,Flinn Springs,,TRIANGLE,CA,7/31/2000 23:06,"Flinn Springs , CA"
17064,Hingham,,TRIANGLE,MA,8/1/2000 2:00,"Hingham , MA"
17065,River Falls,,LIGHT,WI,8/1/2000 2:00,"River Falls , WI"
17066,Seattle,,LIGHT,WA,8/1/2000 2:17,"Seattle , WA"
17067,Bellevue,,TRIANGLE,WA,8/1/2000 7:30,"Bellevue , WA"
17068,Federal Way,,DISK,WA,8/1/2000 12:00,"Federal Way , WA"
17069,Roslindale,,VARIOUS,MA,8/1/2000 12:00,"Roslindale , MA"
17070,Turkey,,CIRCLE,TX,8/1/2000 13:00,"Turkey , TX"
17071,Los Angeles,,TRIANGLE,CA,8/1/2000 18:00,"Los Angeles , CA"
17072,Argos,,LIGHT,IN,8/1/2000 21:00,"Argos , IN"
17073,Springfield,,OVAL,MO,8/1/2000 21:25,"Springfield , MO"
17074,Auburn,,LIGHT,WA,8/1/2000 22:00,"Auburn , WA"
17075,Erie,,RECTANGLE,PA,8/1/2000 22:55,"Erie , PA"
17076,Campo,,VARIOUS,CA,8/1/2000 23:00,"Campo , CA"
17077,Key Peninsula,RED,LIGHT,WA,8/2/2000 21:30,"Key Peninsula , WA"
17078,Long Beach,,LIGHT,NC,8/2/2000 21:30,"Long Beach , NC"
17079,Kirkland,,DISK,WA,8/3/2000 11:15,"Kirkland , WA"
17080,Vancouver,,DISK,WA,8/3/2000 12:25,"Vancouver , WA"
17081,Georgia,,DISK,GA,8/3/2000 14:30,"Georgia , GA"
17082,Libby,BLUE,DISK,MT,8/3/2000 19:20,"Libby , MT"
17083,Chandler,RED,CIRCLE,AZ,8/3/2000 21:00,"Chandler , AZ"
17084,Surprise,RED,LIGHT,AZ,8/3/2000 21:00,"Surprise , AZ"
17085,Chatsworth,,,CA,8/3/2000 22:00,"Chatsworth , CA"
17086,Pierceton,,OTHER,IN,8/3/2000 22:00,"Pierceton , IN"
17087,Valley City,GREEN,FLASH,OH,8/3/2000 22:27,"Valley City , OH"
17088,Bridgeport,GREEN,CIRCLE,MI,8/3/2000 22:30,"Bridgeport , MI"
17089,Las Vegas,,FIREBALL,NV,8/3/2000 22:30,"Las Vegas , NV"
17090,Marathon Key,,SPHERE,FL,8/3/2000 23:00,"Marathon Key , FL"
17091,Red Bluff,,CYLINDER,CA,8/3/2000 23:30,"Red Bluff , CA"
17092,Springbrook,RED,LIGHT,WI,8/4/2000 3:00,"Springbrook , WI"
17093,Diamond Bar,ORANGE,CIRCLE,CA,8/4/2000 9:15,"Diamond Bar , CA"
17094,Santa Monica,,TRIANGLE,CA,8/4/2000 9:30,"Santa Monica , CA"
17095,Renton,,FORMATION,WA,8/4/2000 11:45,"Renton , WA"
17096,Gilbert,RED,,AZ,8/4/2000 19:52,"Gilbert , AZ"
17097,Chandler,RED,OVAL,AZ,8/4/2000 20:00,"Chandler , AZ"
17098,Gilbert,RED,LIGHT,AZ,8/4/2000 20:00,"Gilbert , AZ"
17099,Gilbert,RED,LIGHT,AZ,8/4/2000 20:10,"Gilbert , AZ"
17100,Gilbert,RED,SPHERE,AZ,8/4/2000 20:20,"Gilbert , AZ"
17101,Indianapolis,,FLASH,IN,8/4/2000 20:30,"Indianapolis , IN"
17102,Tupper Lake,,CIGAR,NY,8/4/2000 22:00,"Tupper Lake , NY"
17103,Shoreline,,LIGHT,WA,8/4/2000 22:04,"Shoreline , WA"
17104,Tacoma,,LIGHT,WA,8/4/2000 23:00,"Tacoma , WA"
17105,Trout Lake,,FORMATION,WA,8/4/2000 23:51,"Trout Lake , WA"
17106,Bothell,,OTHER,WA,8/5/2000 1:30,"Bothell , WA"
17107,White Sands,,CIRCLE,NM,8/5/2000 7:30,"White Sands , NM"
17108,Wayne,,SPHERE,NJ,8/5/2000 17:00,"Wayne , NJ"
17109,Phoenix,,CIRCLE,AZ,8/5/2000 20:35,"Phoenix , AZ"
17110,On the Mass Pike: Rt. 90,,FORMATION,MA,8/5/2000 21:30,"On the Mass Pike: Rt. 90 , MA"
17111,Lake Havasu City,ORANGE,CONE,AZ,8/5/2000 21:43,"Lake Havasu City , AZ"
17112,Bellingham,,TRIANGLE,WA,8/5/2000 22:00,"Bellingham , WA"
17113,Fontana,,CIRCLE,CA,8/5/2000 22:00,"Fontana , CA"
17114,Concord,,LIGHT,NH,8/5/2000 22:05,"Concord , NH"
17115,Maple Falls,,FORMATION,WA,8/5/2000 23:30,"Maple Falls , WA"
17116,LeSueur,,LIGHT,MN,8/5/2000 23:55,"LeSueur , MN"
17117,Las Vegas,RED,FORMATION,NV,8/6/2000 0:30,"Las Vegas , NV"
17118,Portland,,OTHER,OR,8/6/2000 18:00,"Portland , OR"
17119,Pottsburo,,LIGHT,TX,8/6/2000 20:00,"Pottsburo , TX"
17120,Portland,,LIGHT,OR,8/6/2000 21:13,"Portland , OR"
17121,Fresno,,LIGHT,CA,8/6/2000 21:30,"Fresno , CA"
17122,Florence,,LIGHT,OR,8/6/2000 23:00,"Florence , OR"
17123,Twin Falls,,FIREBALL,ID,8/6/2000 23:59,"Twin Falls , ID"
17124,Arizona,,,AZ,8/7/2000 4:20,"Arizona , AZ"
17125,Molalla,,DISK,OR,8/7/2000 12:45,"Molalla , OR"
17126,American Falls,BLUE,DISK,IL,8/7/2000 17:00,"American Falls , IL"
17127,Katy,RED,OVAL,TX,8/7/2000 21:00,"Katy , TX"
17128,Malone,,CIRCLE,NY,8/7/2000 22:10,"Malone , NY"
17129,Placerville,,,CA,8/8/2000 3:40,"Placerville , CA"
17130,Hillsboro,,SPHERE,NJ,8/8/2000 17:30,"Hillsboro , NJ"
17131,Hillsborough,,SPHERE,NJ,8/8/2000 17:30,"Hillsborough , NJ"
17132,New York City,,VARIOUS,NY,8/8/2000 19:00,"New York City , NY"
17133,La Pine,,DISK,OR,8/8/2000 19:35,"La Pine , OR"
17134,Garden City,,LIGHT,SC,8/8/2000 22:00,"Garden City , SC"
17135,Canton,,DISK,NY,8/8/2000 22:15,"Canton , NY"
17136,Shorewood,,SPHERE,MN,8/8/2000 22:25,"Shorewood , MN"
17137,Arnold,,LIGHT,MO,8/8/2000 23:41,"Arnold , MO"
17138,Uniondale,,FIREBALL,NY,8/9/2000 0:15,"Uniondale , NY"
17139,Albuquerque,,CIRCLE,NM,8/9/2000 12:48,"Albuquerque , NM"
17140,Lawrence,,OTHER,KS,8/9/2000 13:30,"Lawrence , KS"
17141,Culver City,,LIGHT,CA,8/9/2000 21:48,"Culver City , CA"
17142,Houston County,,SPHERE,TN,8/9/2000 21:50,"Houston County , TN"
17143,Starkville,GREEN,FIREBALL,MS,8/9/2000 22:00,"Starkville , MS"
17144,Victorville,,FIREBALL,CA,8/9/2000 23:30,"Victorville , CA"
17145,Lake Tawakoni,,,TX,8/9/2000 23:50,"Lake Tawakoni , TX"
17146,Waltham,,OTHER,MA,8/10/2000 10:15,"Waltham , MA"
17147,Jacksonville,,LIGHT,FL,8/10/2000 21:30,"Jacksonville , FL"
17148,Long Lake,,FORMATION,NY,8/10/2000 21:45,"Long Lake , NY"
17149,Elkton,,VARIOUS,OR,8/10/2000 22:00,"Elkton , OR"
17150,Indian Lake,,FORMATION,NY,8/10/2000 22:00,"Indian Lake , NY"
17151,Redfield,,FORMATION,NY,8/10/2000 22:05,"Redfield , NY"
17152,Lakewood,,LIGHT,CO,8/10/2000 22:18,"Lakewood , CO"
17153,Maybrook,,OTHER,NY,8/10/2000 22:30,"Maybrook , NY"
17154,West Danville,,LIGHT,VT,8/10/2000 22:30,"West Danville , VT"
17155,Ft. Worth,,CONE,TX,8/10/2000 23:00,"Ft. Worth , TX"
17156,Flippin,,CIRCLE,AR,8/11/2000 1:30,"Flippin , AR"
17157,Wakefield,,OTHER,MA,8/11/2000 2:00,"Wakefield , MA"
17158,Allegan,,FORMATION,MI,8/11/2000 4:30,"Allegan , MI"
17159,Torrance,,SPHERE,CA,8/11/2000 10:30,"Torrance , CA"
17160,Arlington,,TRIANGLE,WA,8/11/2000 12:00,"Arlington , WA"
17161,Lakeland,,CIGAR,FL,8/11/2000 18:45,"Lakeland , FL"
17162,Franklin,,FORMATION,TN,8/11/2000 21:00,"Franklin , TN"
17163,Fresno,,RECTANGLE,CA,8/11/2000 21:30,"Fresno , CA"
17164,Portland,,,OR,8/11/2000 21:45,"Portland , OR"
17165,Mammoth Cave National Park,,FORMATION,KY,8/11/2000 22:40,"Mammoth Cave National Park , KY"
17166,Covina,RED,LIGHT,CA,8/11/2000 23:00,"Covina , CA"
17167,Fort Collins,,OTHER,CO,8/11/2000 23:00,"Fort Collins , CO"
17168,Portland,,OTHER,OR,8/12/2000 1:30,"Portland , OR"
17169,El Cajon,,CIRCLE,CA,8/12/2000 17:00,"El Cajon , CA"
17170,Chandler,RED,DISK,AZ,8/12/2000 19:57,"Chandler , AZ"
17171,Chandler,,LIGHT,AZ,8/12/2000 20:15,"Chandler , AZ"
17172,Chandler,,OTHER,AZ,8/12/2000 20:15,"Chandler , AZ"
17173,Chandler,,OTHER,AZ,8/12/2000 20:20,"Chandler , AZ"
17174,Wallingford,,TRIANGLE,CT,8/12/2000 20:45,"Wallingford , CT"
17175,Gilbert,,LIGHT,AZ,8/12/2000 21:10,"Gilbert , AZ"
17176,Ann Arbor,,OVAL,MI,8/12/2000 22:00,"Ann Arbor , MI"
17177,Derby,,TRIANGLE,KS,8/12/2000 22:00,"Derby , KS"
17178,Los Angeles,,LIGHT,CA,8/12/2000 23:48,"Los Angeles , CA"
17179,Bothell,,RECTANGLE,WA,8/13/2000 0:00,"Bothell , WA"
17180,Dana Point,,LIGHT,CA,8/13/2000 2:15,"Dana Point , CA"
17181,Calistoga,,TRIANGLE,CA,8/13/2000 10:15,"Calistoga , CA"
17182,Los Angeles,,DISK,CA,8/13/2000 11:30,"Los Angeles , CA"
17183,Big Horn Mtns,,FIREBALL,WY,8/13/2000 20:00,"Big Horn Mtns , WY"
17184,Duncan,,,OK,8/13/2000 21:15,"Duncan , OK"
17185,Buffalo,,LIGHT,NY,8/13/2000 22:00,"Buffalo , NY"
17186,Corte Madera,,FIREBALL,CA,8/13/2000 22:00,"Corte Madera , CA"
17187,Nevada City,RED GREEN BLUE,VARIOUS,CA,8/13/2000 23:30,"Nevada City , CA"
17188,Nevada City,RED GREEN BLUE,SPHERE,CA,8/14/2000 1:30,"Nevada City , CA"
17189,Denver,,TRIANGLE,CO,8/14/2000 4:45,"Denver , CO"
17190,St. Petersburg,RED,SPHERE,FL,8/14/2000 18:45,"St. Petersburg , FL"
17191,Luna,,RECTANGLE,LA,8/14/2000 19:30,"Luna , LA"
17192,Smithville,,CIRCLE,TX,8/15/2000 0:40,"Smithville , TX"
17193,Liberty,,LIGHT,WA,8/15/2000 1:30,"Liberty , WA"
17194,Ringgold,,TRIANGLE,GA,8/15/2000 1:50,"Ringgold , GA"
17195,West Tisbury,,CIRCLE,MA,8/15/2000 9:00,"West Tisbury , MA"
17196,Noxapater,,CONE,MS,8/15/2000 10:15,"Noxapater , MS"
17197,Portland,,SPHERE,OR,8/15/2000 15:05,"Portland , OR"
17198,Beaumont,,,TX,8/15/2000 17:00,"Beaumont , TX"
17199,East Petersburg,BLUE,CIRCLE,PA,8/15/2000 18:30,"East Petersburg , PA"
17200,Chandler,RED,LIGHT,AZ,8/15/2000 20:00,"Chandler , AZ"
17201,Gilbert,RED,,AZ,8/15/2000 20:00,"Gilbert , AZ"
17202,Gilbert,RED,LIGHT,AZ,8/15/2000 20:00,"Gilbert , AZ"
17203,Mesa,RED,CIRCLE,AZ,8/15/2000 20:05,"Mesa , AZ"
17204,Phoenix,RED ORANGE,LIGHT,AZ,8/15/2000 20:05,"Phoenix , AZ"
17205,Gilbert,RED,LIGHT,AZ,8/15/2000 20:10,"Gilbert , AZ"
17206,Chandler,RED,LIGHT,AZ,8/15/2000 20:14,"Chandler , AZ"
17207,Chandler,,CIRCLE,AZ,8/15/2000 20:15,"Chandler , AZ"
17208,Gilbert,RED,LIGHT,AZ,8/15/2000 20:15,"Gilbert , AZ"
17209,Tyler,,TRIANGLE,TX,8/15/2000 20:15,"Tyler , TX"
17210,Chandler,,LIGHT,AZ,8/15/2000 20:20,"Chandler , AZ"
17211,Burke,,CIRCLE,VA,8/15/2000 21:00,"Burke , VA"
17212,Little Rock,,DISK,AR,8/15/2000 21:02,"Little Rock , AR"
17213,Gilbert,,LIGHT,AZ,8/15/2000 21:20,"Gilbert , AZ"
17214,Grand Prairie,,FIREBALL,TX,8/15/2000 21:30,"Grand Prairie , TX"
17215,Dallas,,CIGAR,TX,8/15/2000 21:44,"Dallas , TX"
17216,Newbury Park,,DISK,CA,8/15/2000 22:00,"Newbury Park , CA"
17217,Presque Isle,,LIGHT,ME,8/15/2000 22:30,"Presque Isle , ME"
17218,Mackinaw,,VARIOUS,MI,8/15/2000 23:00,"Mackinaw , MI"
17219,Wapakoneta,BLUE,CONE,OH,8/15/2000 23:00,"Wapakoneta , OH"
17220,Fort Lauderdale,,LIGHT,FL,8/16/2000 0:00,"Fort Lauderdale , FL"
17221,Portland,RED,OTHER,OR,8/16/2000 2:45,"Portland , OR"
17222,Sebastopol,,SPHERE,CA,8/16/2000 11:30,"Sebastopol , CA"
17223,Salt Lake City,,FIREBALL,UT,8/16/2000 22:42,"Salt Lake City , UT"
17224,Grantsville,,FIREBALL,UT,8/16/2000 22:50,"Grantsville , UT"
17225,Yorba Linda,,OTHER,CA,8/16/2000 23:10,"Yorba Linda , CA"
17226,Redding,RED,,CA,8/17/2000 3:00,"Redding , CA"
17227,NJ Turnpike,,SPHERE,NJ,8/17/2000 10:24,"NJ Turnpike , NJ"
17228,Millis,,CIRCLE,MA,8/17/2000 23:50,"Millis , MA"
17229,Yreka,,DIAMOND,CA,8/18/2000 4:08,"Yreka , CA"
17230,Sun Prairie,,FORMATION,WI,8/18/2000 6:00,"Sun Prairie , WI"
17231,Prairie   Grove,,CIGAR,AR,8/18/2000 20:00,"Prairie   Grove , AR"
17232,Zortman,,OTHER,MT,8/18/2000 20:00,"Zortman , MT"
17233,Warrington,,CHEVRON,FL,8/18/2000 20:15,"Warrington , FL"
17234,Chickamauga,,LIGHT,GA,8/18/2000 20:30,"Chickamauga , GA"
17235,Dupo,,DIAMOND,IL,8/18/2000 21:00,"Dupo , IL"
17236,Gerlach,,,NV,8/18/2000 21:00,"Gerlach , NV"
17237,West Covina,RED,DISK,CA,8/18/2000 22:08,"West Covina , CA"
17238,Gerlach,,OTHER,NV,8/18/2000 22:51,"Gerlach , NV"
17239,Newcastle,GREEN,FIREBALL,CA,8/18/2000 23:23,"Newcastle , CA"
17240,San Diego,,CIRCLE,CA,8/19/2000 1:27,"San Diego , CA"
17241,Roslyn,,,WA,8/19/2000 5:10,"Roslyn , WA"
17242,Wildomar,,DISK,CA,8/19/2000 8:30,"Wildomar , CA"
17243,Sedona,,SPHERE,AZ,8/19/2000 16:00,"Sedona , AZ"
17244,West Seneca,,EGG,NY,8/19/2000 18:45,"West Seneca , NY"
17245,Gay Head,RED,CIRCLE,MA,8/19/2000 22:00,"Gay Head , MA"
17246,San Francisco,GREEN,TRIANGLE,CA,8/19/2000 22:15,"San Francisco , CA"
17247,Lake Havasu,,OTHER,AZ,8/19/2000 23:00,"Lake Havasu , AZ"
17248,Santa Fe,,LIGHT,NM,8/20/2000 5:30,"Santa Fe , NM"
17249,Fairfield,RED,CYLINDER,TX,8/20/2000 6:00,"Fairfield , TX"
17250,Bellevue,,TEARDROP,NE,8/20/2000 8:00,"Bellevue , NE"
17251,Palm Beach Gardens,,VARIOUS,FL,8/20/2000 9:35,"Palm Beach Gardens , FL"
17252,Troy,,DIAMOND,MO,8/20/2000 11:00,"Troy , MO"
17253,Oceanside,,DISK,CA,8/20/2000 15:00,"Oceanside , CA"
17254,Palm Springs,,OVAL,CA,8/20/2000 15:00,"Palm Springs , CA"
17255,Dickson City,,CYLINDER,PA,8/20/2000 15:01,"Dickson City , PA"
17256,Russellville,,LIGHT,AR,8/20/2000 19:00,"Russellville , AR"
17257,White Bear Lake,,,MN,8/20/2000 21:00,"White Bear Lake , MN"
17258,Pottstown,,DISK,PA,8/20/2000 22:00,"Pottstown , PA"
17259,Maybrook,,OTHER,NY,8/20/2000 22:30,"Maybrook , NY"
17260,Middletown,,OTHER,NY,8/20/2000 22:30,"Middletown , NY"
17261,New York City,,LIGHT,NY,8/20/2000 23:00,"New York City , NY"
17262,New York City,,LIGHT,NY,8/20/2000 23:00,"New York City , NY"
17263,Placerville,ORANGE,,CA,8/20/2000 23:05,"Placerville , CA"
17264,Fayetteville,,,NC,8/21/2000 0:00,"Fayetteville , NC"
17265,Blaine,,VARIOUS,MN,8/21/2000 1:38,"Blaine , MN"
